fight_id,fighter_id,fighter_name,fighter_status,kd,n_pass,n_sub,sig_str_abs,sig_str_att,sig_str_def,sig_str_land,total_str_abs,total_str_att,total_str_def,total_str_land,td_abs,td_att,td_def,td_land,head_abs,head_att,head_def,head_land,body_abs,body_att,body_def,body_land,leg_abs,leg_att,leg_def,leg_land,distance_abs,distance_att,distance_def,distance_land,clinch_abs,clinch_att,clinch_def,clinch_land,ground_abs,ground_att,ground_def,ground_land
071d716229f5ae7f,"['20205040232ed0f3', 'c47df9303d318c67']","['Tyson Griffin', 'Clay Guida']","['W', 'L']","[0, 0]","[0, 0]","[2, 2]","[36, 50]","[87, 65]","[29, 37]","[50, 36]","[82, 87]","[125, 114]","[32, 38]","[87, 82]","[4, 2]","[2, 14]","[10, 0]","[2, 4]","[22, 31]","[68, 50]","[28, 37]","[31, 22]","[12, 16]","[16, 13]","[1, 0]","[16, 12]","[2, 3]","[3, 2]","[0, 0]","[3, 2]","[11, 27]","[58, 31]","[20, 31]","[27, 11]","[5, 6]","[10, 5]","[0, 4]","[6, 5]","[20, 17]","[19, 29]","[9, 2]","[17, 20]"
e8005a8c3c029a73,"['2be6596a9db33bf5', '546015aa2ad945fd']","['Jason MacDonald', 'Rory Singer']","['W', 'L']","[0, 0]","[1, 0]","[0, 1]","[17, 30]","[49, 25]","[8, 19]","[30, 17]","[29, 81]","[107, 38]","[9, 26]","[81, 29]","[1, 2]","[7, 2]","[1, 5]","[2, 1]","[10, 19]","[37, 18]","[8, 18]","[19, 10]","[5, 3]","[3, 5]","[0, 0]","[3, 5]","[2, 8]","[9, 2]","[0, 1]","[8, 2]","[0, 2]","[5, 0]","[0, 3]","[2, 0]","[15, 8]","[10, 21]","[6, 2]","[8, 15]","[2, 20]","[34, 4]","[2, 14]","[20, 2]"
6603ed5f10bd8047,"['fcffee71cff5530e', 'd1759b2b7be9be56']","['Forrest Griffin', 'Hector Ramirez']","['W', 'L']","[0, 0]","[0, 0]","[0, 0]","[20, 113]","[246, 74]","[54, 133]","[113, 20]","[20, 115]","[248, 74]","[54, 133]","[115, 20]","[2, 0]","[1, 3]","[1, 1]","[0, 2]","[19, 53]","[154, 71]","[52, 101]","[53, 19]","[1, 19]","[28, 3]","[2, 9]","[19, 1]","[0, 41]","[64, 0]","[0, 23]","[41, 0]","[17, 77]","[187, 65]","[48, 110]","[77, 17]","[2, 36]","[59, 6]","[4, 23]","[36, 2]","[1, 0]","[0, 3]","[2, 0]","[0, 1]"
dbc30717a3efba58,"['d897897060f10a3a', 'acff437707625fc7']","['Rich Franklin', 'Yushin Okami']","['W', 'L']","[0, 0]","[0, 0]","[0, 3]","[17, 36]","[102, 59]","[42, 66]","[36, 17]","[34, 42]","[110, 78]","[44, 68]","[42, 34]","[1, 1]","[3, 2]","[1, 2]","[1, 1]","[9, 13]","[73, 46]","[37, 60]","[13, 9]","[3, 10]","[15, 6]","[3, 5]","[10, 3]","[5, 13]","[14, 7]","[2, 1]","[13, 5]","[12, 28]","[91, 51]","[39, 63]","[28, 12]","[2, 7]","[9, 4]","[2, 2]","[7, 2]","[3, 1]","[2, 4]","[1, 1]","[1, 3]"
764e5910ac779ae9,"['365fee2da473b177', 'd8022d5526b1d937']","['Anthony Johnson', 'Chad Reiner']","['W', 'L']","[1, 0]","[0, 0]","[0, 0]","[2, 3]","[7, 9]","[7, 4]","[3, 2]","[2, 3]","[7, 9]","[7, 4]","[3, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 3]","[7, 8]","[7, 4]","[3, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[2, 3]","[7, 9]","[7, 4]","[3, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ff8802aae3b81c3f,"['75e5fec9f72910ef', 'c9bbf1a0285a8076']","['Gleison Tibau', 'Jeff Cox']","['W', 'L']","[0, 0]","[1, 0]","[1, 0]","[0, 3]","[5, 4]","[4, 2]","[3, 0]","[1, 4]","[6, 5]","[4, 2]","[4, 1]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[0, 3]","[5, 4]","[4, 2]","[3, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 3]","[5, 4]","[4, 2]","[3, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
1d127ec120dcb58e,"['eff47295daf721a6', 'c3ea8deeba00462b']","['Tamdan McCrory', 'Pete Spratt']","['W', 'L']","[0, 0]","[0, 1]","[2, 0]","[19, 8]","[14, 34]","[15, 6]","[8, 19]","[29, 13]","[19, 44]","[15, 6]","[13, 29]","[0, 2]","[5, 0]","[0, 3]","[2, 0]","[16, 5]","[8, 31]","[15, 3]","[5, 16]","[1, 3]","[4, 1]","[0, 1]","[3, 1]","[2, 0]","[2, 2]","[0, 2]","[0, 2]","[5, 3]","[6, 6]","[1, 3]","[3, 5]","[0, 1]","[4, 0]","[0, 3]","[1, 0]","[14, 4]","[4, 28]","[14, 0]","[4, 14]"
1e12c4828d576b5c,"['e86bc32f5997a8f7', '9583662df31d943f']","['Forrest Petz', 'Luigi Fioravanti']","['W', 'L']","[0, 0]","[0, 0]","[0, 0]","[45, 40]","[272, 121]","[76, 232]","[40, 45]","[45, 40]","[272, 121]","[76, 232]","[40, 45]","[0, 0]","[0, 1]","[1, 0]","[0, 0]","[14, 21]","[232, 87]","[73, 211]","[21, 14]","[4, 17]","[38, 6]","[2, 21]","[17, 4]","[27, 2]","[2, 28]","[1, 0]","[2, 27]","[41, 39]","[267, 114]","[73, 228]","[39, 41]","[4, 1]","[5, 7]","[3, 4]","[1, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
a6edcccdfccb9132,"['8a59d346dc976a10', 'b2f743746e8dcfa2']","['Thiago Tavares', 'Jason Black']","['W', 'L']","[0, 0]","[0, 1]","[2, 2]","[0, 11]","[18, 4]","[4, 7]","[11, 0]","[16, 52]","[64, 20]","[4, 12]","[52, 16]","[0, 2]","[4, 0]","[0, 2]","[2, 0]","[0, 10]","[17, 2]","[2, 7]","[10, 0]","[0, 1]","[1, 2]","[2, 0]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 2]","[3, 3]","[3, 1]","[2, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 9]","[15, 1]","[1, 6]","[9, 0]"
3b52291052353eef,"['1fd4fbdcc67de844', '45bc8f98d62bd096']","['Drew McFedries', 'Jordan Radev']","['W', 'L']","[1, 0]","[0, 0]","[0, 0]","[1, 6]","[10, 2]","[1, 4]","[6, 1]","[1, 6]","[10, 2]","[1, 4]","[6, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 6]","[10, 1]","[1, 4]","[6, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[1, 4]","[8, 2]","[1, 4]","[4, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 2]","[2, 0]","[0, 0]","[2, 0]"
59da727c3ae7b497,"['6f018c039b4d5d80', '1c86754617d9813a']","['Jon Fitch', 'Roan Carneiro']","['W', 'L']","[0, 0]","[0, 0]","[1, 1]","[4, 18]","[34, 10]","[6, 16]","[18, 4]","[5, 54]","[70, 11]","[6, 16]","[54, 5]","[2, 0]","[1, 4]","[2, 1]","[0, 2]","[1, 14]","[30, 5]","[4, 16]","[14, 1]","[3, 1]","[1, 5]","[2, 0]","[1, 3]","[0, 3]","[3, 0]","[0, 0]","[3, 0]","[1, 5]","[12, 4]","[3, 7]","[5, 1]","[2, 4]","[7, 4]","[2, 3]","[4, 2]","[1, 9]","[15, 2]","[1, 6]","[9, 1]"
07018cb7ae879456,"['f34312c2ccfa0e00', '501b07aec9b8fc2d']","['Spencer Fisher', 'Sam Stout']","['W', 'L']","[0, 0]","[0, 0]","[0, 0]","[76, 88]","[239, 286]","[210, 151]","[88, 76]","[78, 89]","[240, 288]","[210, 151]","[89, 78]","[0, 0]","[2, 0]","[0, 2]","[0, 0]","[40, 57]","[198, 228]","[188, 141]","[57, 40]","[30, 22]","[30, 50]","[20, 8]","[22, 30]","[6, 9]","[11, 8]","[2, 2]","[9, 6]","[64, 81]","[229, 271]","[207, 148]","[81, 64]","[12, 7]","[10, 15]","[3, 3]","[7, 12]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
a6cb909888f6a495,"['40a604761ca7d64d', '18968f97ad34f15c']","['Din Thomas', 'Jeremy Stephens']","['W', 'L']","[0, 0]","[0, 1]","[2, 0]","[7, 10]","[37, 35]","[28, 27]","[10, 7]","[19, 35]","[65, 48]","[29, 30]","[35, 19]","[0, 1]","[2, 0]","[0, 1]","[1, 0]","[5, 5]","[30, 30]","[25, 25]","[5, 5]","[1, 1]","[3, 3]","[2, 2]","[1, 1]","[1, 4]","[4, 2]","[1, 0]","[4, 1]","[5, 8]","[35, 27]","[22, 27]","[8, 5]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 2]","[2, 8]","[6, 0]","[2, 2]"
b6462127cf553ff3,"['4130a743d9d22163', '7c0847d3854a95f2']","['Alan Belcher', 'Sean Salmon']","['W', 'L']","[0, 0]","[0, 0]","[1, 0]","[1, 0]","[2, 1]","[0, 2]","[0, 1]","[1, 0]","[2, 1]","[0, 2]","[0, 1]","[0, 0]","[0, 1]","[1, 0]","[0, 0]","[0, 0]","[2, 0]","[0, 2]","[0, 0]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 0]","[0, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 0]","[0, 1]","[0, 0]","[0, 1]"
cc444b10ea87c381,"['2924886ee9c4c527', 'a7f4d0902bb64092']","['Thiago Silva', 'James Irvin']","['W', 'L']","[0, 0]","[0, 0]","[0, 1]","[3, 1]","[1, 4]","[1, 0]","[1, 3]","[4, 1]","[1, 5]","[1, 0]","[1, 4]","[0, 1]","[2, 0]","[0, 1]","[1, 0]","[2, 0]","[0, 3]","[1, 0]","[0, 2]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[1, 1]","[1, 2]","[1, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 0]","[0, 2]","[0, 0]","[0, 2]"
71348fd10e392dac,"['c8136ab8aa32c974', 'd43a048a880efdff']","['Kalib Starnes', 'Chris Leben']","['W', 'L']","[0, 0]","[1, 0]","[0, 0]","[44, 47]","[79, 135]","[91, 32]","[47, 44]","[149, 90]","[127, 248]","[99, 37]","[90, 149]","[0, 2]","[3, 0]","[0, 1]","[2, 0]","[20, 21]","[46, 94]","[74, 25]","[21, 20]","[11, 21]","[28, 24]","[13, 7]","[21, 11]","[13, 5]","[5, 17]","[4, 0]","[5, 13]","[26, 22]","[39, 98]","[72, 17]","[22, 26]","[15, 12]","[15, 33]","[18, 3]","[12, 15]","[3, 13]","[25, 4]","[1, 12]","[13, 3]"
5157988b77ca1097,"['0541480fbf719d86', 'b9d0fd83bb8a147a']","['Houston Alexander', 'Keith Jardine']","['W', 'L']","[2, 0]","[0, 0]","[0, 0]","[5, 17]","[20, 8]","[3, 3]","[17, 5]","[6, 17]","[20, 9]","[3, 3]","[17, 6]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 14]","[17, 7]","[3, 3]","[14, 4]","[1, 2]","[2, 1]","[0, 0]","[2, 1]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[3, 1]","[1, 4]","[1, 0]","[1, 3]","[2, 13]","[15, 4]","[2, 2]","[13, 2]","[0, 3]","[4, 0]","[0, 1]","[3, 0]"
1ac335f049ed4e5e,"['6a92caba39b64752', '394f55ebca199124']","['Terry Martin', 'Ivan Salaverry']","['W', 'L']","[0, 0]","[0, 0]","[0, 0]","[5, 7]","[20, 9]","[4, 13]","[7, 5]","[5, 7]","[20, 9]","[4, 13]","[7, 5]","[0, 1]","[3, 0]","[0, 2]","[1, 0]","[0, 5]","[16, 4]","[4, 11]","[5, 0]","[1, 0]","[1, 1]","[0, 1]","[0, 1]","[4, 2]","[3, 4]","[0, 1]","[2, 4]","[5, 1]","[13, 9]","[4, 12]","[1, 5]","[0, 2]","[3, 0]","[0, 1]","[2, 0]","[0, 4]","[4, 0]","[0, 0]","[4, 0]"
2ce541a11b2eb392,"['349aaa3da11eb587', '6da99156486ed6c2']","['Karo Parisyan', 'Joshua Burkman']","['W', 'L']","[0, 0]","[0, 0]","[0, 0]","[16, 54]","[126, 91]","[75, 72]","[54, 16]","[20, 58]","[130, 96]","[76, 72]","[58, 20]","[2, 2]","[7, 12]","[10, 5]","[2, 2]","[10, 38]","[109, 84]","[74, 71]","[38, 10]","[2, 7]","[8, 3]","[1, 1]","[7, 2]","[4, 9]","[9, 4]","[0, 0]","[9, 4]","[13, 36]","[91, 72]","[59, 55]","[36, 13]","[2, 16]","[32, 17]","[15, 16]","[16, 2]","[1, 2]","[3, 2]","[1, 1]","[2, 1]"
88b225f6f1fa5c59,"['ffc088e64fab57e9', 'a390eb8a9b2df298']","['Quinton Jackson', 'Chuck Liddell']","['W', 'L']","[1, 0]","[0, 0]","[0, 0]","[4, 6]","[8, 11]","[7, 2]","[6, 4]","[4, 6]","[8, 11]","[7, 2]","[6, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 6]","[8, 9]","[7, 2]","[6, 2]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[4, 3]","[4, 11]","[7, 1]","[3, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 3]","[4, 0]","[0, 1]","[3, 0]"
bc8e4abec782fd2b,"['a8aba6fd8a463043', '5f87a5c00b3d17ed']","['Jess Liaudin', 'Dennis Siver']","['W', 'L']","[0, 0]","[0, 0]","[1, 0]","[2, 1]","[5, 3]","[1, 4]","[1, 2]","[4, 1]","[5, 5]","[1, 4]","[1, 4]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[0, 0]","[2, 1]","[1, 2]","[0, 0]","[2, 0]","[1, 2]","[0, 1]","[0, 2]","[0, 1]","[2, 0]","[0, 1]","[1, 0]","[2, 1]","[5, 3]","[1, 4]","[1, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
d8b098e5598509cc,"['7f955f71fa2ce7ac', '663b76da637402c3']","['Alessio Sakara', 'Victor Valimaki']","['W', 'L']","[0, 0]","[0, 0]","[0, 0]","[0, 6]","[23, 10]","[10, 17]","[6, 0]","[0, 6]","[23, 10]","[10, 17]","[6, 0]","[0, 0]","[0, 4]","[4, 0]","[0, 0]","[0, 6]","[23, 10]","[10, 17]","[6, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 5]","[20, 10]","[10, 15]","[5, 0]","[0, 1]","[3, 0]","[0, 2]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
4563e02bc4c1a1ef,"['d0d7160824278840', '8caca5857ce0e30b']","['Junior Assuncao', 'David Lee']","['W', 'L']","[1, 0]","[0, 0]","[2, 0]","[12, 29]","[49, 24]","[12, 20]","[29, 12]","[23, 59]","[84, 36]","[13, 25]","[59, 23]","[0, 0]","[1, 4]","[4, 1]","[0, 0]","[3, 21]","[41, 11]","[8, 20]","[21, 3]","[7, 7]","[7, 10]","[3, 0]","[7, 7]","[2, 1]","[1, 3]","[1, 0]","[1, 2]","[5, 9]","[20, 12]","[7, 11]","[9, 5]","[7, 15]","[24, 12]","[5, 9]","[15, 7]","[0, 5]","[5, 0]","[0, 0]","[5, 0]"
8dbd4d1df2e7ff67,"['33011768c3c4dc9a', 'bfc2fc38a0e20211']","['Terry Etim', 'Matt Grice']","['W', 'L']","[0, 0]","[0, 0]","[3, 0]","[26, 5]","[9, 38]","[12, 4]","[5, 26]","[45, 16]","[20, 60]","[15, 4]","[16, 45]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[20, 2]","[6, 32]","[12, 4]","[2, 20]","[6, 2]","[2, 6]","[0, 0]","[2, 6]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 4]","[8, 1]","[1, 4]","[4, 0]","[0, 1]","[1, 2]","[2, 0]","[1, 0]","[26, 0]","[0, 35]","[9, 0]","[0, 26]"
67160b93dec2b399,"['1eacf73d6a0055dc', 'e091482fa6648261']","['Cheick Kongo', 'Assuerio Silva']","['W', 'L']","[0, 0]","[1, 0]","[1, 0]","[13, 64]","[113, 24]","[11, 49]","[64, 13]","[86, 97]","[148, 103]","[17, 51]","[97, 86]","[6, 0]","[0, 12]","[6, 0]","[0, 6]","[4, 40]","[82, 14]","[10, 42]","[40, 4]","[2, 16]","[21, 2]","[0, 5]","[16, 2]","[7, 8]","[10, 8]","[1, 2]","[8, 7]","[11, 37]","[79, 19]","[8, 42]","[37, 11]","[1, 23]","[28, 4]","[3, 5]","[23, 1]","[1, 4]","[6, 1]","[0, 2]","[4, 1]"
89b27e0bfa4ef4c3,"['f7a7f7118d4b01b6', '4f95f74620a6b7a4']","['Lyoto Machida', 'David Heath']","['W', 'L']","[1, 0]","[0, 0]","[1, 0]","[8, 67]","[101, 46]","[38, 34]","[67, 8]","[20, 80]","[115, 59]","[39, 35]","[80, 20]","[0, 0]","[0, 1]","[1, 0]","[0, 0]","[3, 34]","[65, 35]","[32, 31]","[34, 3]","[3, 16]","[18, 6]","[3, 2]","[16, 3]","[2, 17]","[18, 5]","[3, 1]","[17, 2]","[7, 38]","[60, 43]","[36, 22]","[38, 7]","[1, 11]","[12, 3]","[2, 1]","[11, 1]","[0, 18]","[29, 0]","[0, 11]","[18, 0]"
05b7bfd4fe75af69,"['2b93ebd9f5417ad2', '817e0bdf08efce2e']","['Michael Bisping', 'Elvis Sinosic']","['W', 'L']","[0, 1]","[1, 0]","[0, 2]","[8, 36]","[77, 20]","[12, 41]","[36, 8]","[20, 91]","[144, 34]","[14, 53]","[91, 20]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[2, 30]","[70, 12]","[10, 40]","[30, 2]","[2, 6]","[7, 2]","[0, 1]","[6, 2]","[4, 0]","[0, 6]","[2, 0]","[0, 4]","[4, 7]","[15, 14]","[10, 8]","[7, 4]","[3, 0]","[0, 3]","[0, 0]","[0, 3]","[1, 29]","[62, 3]","[2, 33]","[29, 1]"
57871671074ceb4c,"['3738e68d2261e60f', '492b202d2064e7a9']","['Andrei Arlovski', 'Fabricio Werdum']","['W', 'L']","[1, 0]","[0, 0]","[0, 0]","[23, 28]","[81, 78]","[55, 53]","[28, 23]","[26, 30]","[85, 83]","[57, 55]","[30, 26]","[0, 0]","[0, 3]","[3, 0]","[0, 0]","[15, 9]","[37, 69]","[54, 28]","[9, 15]","[3, 0]","[3, 4]","[1, 3]","[0, 3]","[5, 19]","[41, 5]","[0, 22]","[19, 5]","[16, 19]","[68, 68]","[52, 49]","[19, 16]","[7, 5]","[8, 10]","[3, 3]","[5, 7]","[0, 4]","[5, 0]","[0, 1]","[4, 0]"
e7a7ab126225540c,"['270b89c00ef0c55c', 'c32fb8c0f6471a4d']","['Gabriel Gonzaga', 'Mirko Filipovic']","['W', 'L']","[1, 0]","[0, 0]","[0, 0]","[1, 19]","[46, 3]","[2, 27]","[19, 1]","[4, 31]","[58, 6]","[2, 27]","[31, 4]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 18]","[44, 2]","[2, 26]","[18, 0]","[1, 0]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[1, 2]","[18, 3]","[2, 16]","[2, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 17]","[28, 0]","[0, 11]","[17, 0]"
f25e367b1cb8fab5,"['b7d524c77c27389b', 'c3ea8deeba00462b']","['Marcus Davis', 'Pete Spratt']","['W', 'L']","[0, 0]","[0, 1]","[1, 0]","[7, 6]","[20, 21]","[14, 14]","[6, 7]","[15, 18]","[32, 29]","[14, 14]","[18, 15]","[0, 3]","[3, 0]","[0, 0]","[3, 0]","[3, 6]","[20, 14]","[11, 14]","[6, 3]","[1, 0]","[0, 3]","[2, 0]","[0, 1]","[3, 0]","[0, 4]","[1, 0]","[0, 3]","[5, 5]","[17, 16]","[11, 12]","[5, 5]","[2, 0]","[1, 3]","[1, 1]","[0, 2]","[0, 1]","[2, 2]","[2, 1]","[1, 0]"
54cf1ffbc6e7a9fd,"['cfb65863d5099327', '0359313549d230a1']","['Thales Leites', 'Pete Sell']","['W', 'L']","[0, 0]","[0, 0]","[4, 2]","[3, 56]","[84, 14]","[11, 28]","[56, 3]","[14, 125]","[155, 25]","[11, 30]","[125, 14]","[0, 3]","[8, 0]","[0, 5]","[3, 0]","[1, 48]","[75, 10]","[9, 27]","[48, 1]","[2, 3]","[4, 4]","[2, 1]","[3, 2]","[0, 5]","[5, 0]","[0, 0]","[5, 0]","[2, 12]","[24, 11]","[9, 12]","[12, 2]","[0, 3]","[5, 0]","[0, 2]","[3, 0]","[1, 41]","[55, 3]","[2, 14]","[41, 1]"
579f0be80b359d8b,"['7450525c7ba032a0', '4908c5ee68a50ee5']","['Heath Herring', 'Brad Imes']","['W', 'L']","[2, 0]","[2, 0]","[0, 2]","[19, 64]","[123, 52]","[33, 59]","[64, 19]","[35, 163]","[232, 74]","[39, 69]","[163, 35]","[1, 1]","[1, 2]","[1, 0]","[1, 1]","[15, 53]","[112, 47]","[32, 59]","[53, 15]","[3, 7]","[7, 4]","[1, 0]","[7, 3]","[1, 4]","[4, 1]","[0, 0]","[4, 1]","[10, 26]","[64, 36]","[26, 38]","[26, 10]","[5, 5]","[9, 8]","[3, 4]","[5, 5]","[4, 33]","[50, 8]","[4, 17]","[33, 4]"
33b9285aec39e37f,"['234f3767ff0e5701', '4130a743d9d22163']","['Kendall Grove', 'Alan Belcher']","['W', 'L']","[0, 0]","[0, 0]","[2, 0]","[8, 41]","[74, 13]","[5, 33]","[41, 8]","[10, 95]","[128, 15]","[5, 33]","[95, 10]","[1, 1]","[1, 7]","[6, 0]","[1, 1]","[0, 25]","[52, 5]","[5, 27]","[25, 0]","[5, 10]","[16, 5]","[0, 6]","[10, 5]","[3, 6]","[6, 3]","[0, 0]","[6, 3]","[7, 13]","[32, 11]","[4, 19]","[13, 7]","[0, 20]","[29, 1]","[1, 9]","[20, 0]","[1, 8]","[13, 1]","[0, 5]","[8, 1]"
cb93f5f9d09b29f1,"['acff437707625fc7', '9fe85152f351e737']","['Yushin Okami', 'Mike Swick']","['W', 'L']","[0, 0]","[0, 1]","[2, 0]","[28, 28]","[55, 99]","[71, 27]","[28, 28]","[48, 129]","[170, 121]","[73, 41]","[129, 48]","[0, 4]","[9, 0]","[0, 5]","[4, 0]","[14, 24]","[50, 77]","[63, 26]","[24, 14]","[3, 2]","[2, 6]","[3, 0]","[2, 3]","[11, 2]","[3, 16]","[5, 1]","[2, 11]","[16, 12]","[34, 83]","[67, 22]","[12, 16]","[11, 4]","[4, 15]","[4, 0]","[4, 11]","[1, 12]","[17, 1]","[0, 5]","[12, 1]"
e7fdbd5c65798a5c,"['daf1b84aebd6602b', '917e53fa0adea0d3']","['Roger Huerta', 'Leonard Garcia']","['W', 'L']","[0, 0]","[1, 2]","[0, 2]","[29, 85]","[206, 89]","[60, 121]","[85, 29]","[58, 152]","[300, 134]","[76, 148]","[152, 58]","[0, 6]","[7, 1]","[1, 1]","[6, 0]","[23, 79]","[198, 75]","[52, 119]","[79, 23]","[3, 6]","[8, 6]","[3, 2]","[6, 3]","[3, 0]","[0, 8]","[5, 0]","[0, 3]","[17, 19]","[77, 63]","[46, 58]","[19, 17]","[9, 17]","[41, 21]","[12, 24]","[17, 9]","[3, 49]","[88, 5]","[2, 39]","[49, 3]"
fc4e42a55ba285f6,"['dd37fd509af89f15', '82e7929bf6c2b689']","['Josh Koscheck', 'Diego Sanchez']","['W', 'L']","[0, 0]","[0, 1]","[0, 0]","[12, 30]","[116, 116]","[104, 86]","[30, 12]","[12, 33]","[119, 116]","[104, 86]","[33, 12]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[6, 23]","[107, 108]","[102, 84]","[23, 6]","[0, 3]","[5, 2]","[2, 2]","[3, 0]","[6, 4]","[4, 6]","[0, 0]","[4, 6]","[12, 30]","[116, 116]","[104, 86]","[30, 12]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
9f60dd19c5705d45,"['86dfed7cc24a9fa7', '6506c1d34da9c013']","['Matt Serra', 'Georges St-Pierre']","['W', 'L']","[2, 0]","[0, 0]","[0, 0]","[6, 20]","[40, 23]","[17, 20]","[20, 6]","[6, 20]","[40, 23]","[17, 20]","[20, 6]","[0, 0]","[0, 1]","[1, 0]","[0, 0]","[4, 13]","[31, 20]","[16, 18]","[13, 4]","[0, 3]","[5, 0]","[0, 2]","[3, 0]","[2, 4]","[4, 3]","[1, 0]","[4, 2]","[6, 13]","[29, 23]","[17, 16]","[13, 6]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 7]","[11, 0]","[0, 4]","[7, 0]"
c5f56797c68ecbeb,"['dc0f07928009a127', '65ddc8a9ac4e8531']","['Rob Emerson', 'Keita Nakamura']","['W', 'L']","[0, 1]","[0, 0]","[0, 0]","[57, 81]","[212, 191]","[134, 131]","[81, 57]","[66, 89]","[220, 203]","[137, 131]","[89, 66]","[4, 0]","[0, 4]","[0, 0]","[0, 4]","[53, 44]","[174, 186]","[133, 130]","[44, 53]","[4, 9]","[10, 5]","[1, 1]","[9, 4]","[0, 28]","[28, 0]","[0, 0]","[28, 0]","[47, 75]","[205, 176]","[129, 130]","[75, 47]","[10, 4]","[5, 13]","[3, 1]","[4, 10]","[0, 2]","[2, 2]","[2, 0]","[2, 0]"
d036a7aeab47cf8c,"['04d5718ed2661e8c', '88c8f47241d90040']","['Jorge Gurgel', 'John Halverson']","['W', 'L']","[0, 0]","[0, 0]","[0, 2]","[44, 68]","[137, 102]","[58, 69]","[68, 44]","[118, 118]","[192, 180]","[62, 74]","[118, 118]","[0, 1]","[5, 0]","[0, 4]","[1, 0]","[29, 43]","[111, 86]","[57, 68]","[43, 29]","[11, 2]","[2, 11]","[0, 0]","[2, 11]","[4, 23]","[24, 5]","[1, 1]","[23, 4]","[28, 26]","[63, 77]","[49, 37]","[26, 28]","[13, 9]","[11, 17]","[4, 2]","[9, 13]","[3, 33]","[63, 8]","[5, 30]","[33, 3]"
30aa9b4d266eb622,"['365fee2da473b177', '1411c630ba711b64']","['Anthony Johnson', 'Tommy Speer']","['W', 'L']","[1, 0]","[0, 0]","[0, 0]","[0, 15]","[25, 7]","[7, 10]","[15, 0]","[0, 15]","[25, 7]","[7, 10]","[15, 0]","[0, 0]","[0, 2]","[2, 0]","[0, 0]","[0, 14]","[24, 7]","[7, 10]","[14, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 9]","[19, 7]","[7, 10]","[9, 0]","[0, 4]","[4, 0]","[0, 0]","[4, 0]","[0, 2]","[2, 0]","[0, 0]","[2, 0]"
