fight_id,fighter_id,fighter_name,fighter_status,kd,n_pass,n_sub,sig_str_abs,sig_str_att,sig_str_def,sig_str_land,total_str_abs,total_str_att,total_str_def,total_str_land,td_abs,td_att,td_def,td_land,head_abs,head_att,head_def,head_land,body_abs,body_att,body_def,body_land,leg_abs,leg_att,leg_def,leg_land,distance_abs,distance_att,distance_def,distance_land,clinch_abs,clinch_att,clinch_def,clinch_land,ground_abs,ground_att,ground_def,ground_land
3ac61bcb406e1a0c,"['6d68c1afe954f121', 'c9587d81e1d33925']","['Ode Osbourne', 'Jerome Rivera']","['W', 'L']","[1, 0]","[0, 0]","[0, 0]","[2, 5]","[6, 3]","[1, 1]","[5, 2]","[2, 5]","[6, 3]","[1, 1]","[5, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 5]","[6, 1]","[1, 1]","[5, 0]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[2, 1]","[1, 3]","[1, 0]","[1, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 4]","[5, 0]","[0, 1]","[4, 0]"
64bee58391921b4b,"['6fd953151d981979', 'f923e012414c883e']","['JJ Aldrich', 'Lauren Mueller']","['W', 'L']","[0, 0]","[0, 0]","[0, 0]","[54, 74]","[160, 147]","[93, 86]","[74, 54]","[60, 78]","[164, 153]","[93, 86]","[78, 60]","[1, 1]","[2, 1]","[0, 1]","[1, 1]","[34, 59]","[142, 117]","[83, 83]","[59, 34]","[10, 10]","[11, 20]","[10, 1]","[10, 10]","[10, 5]","[7, 10]","[0, 2]","[5, 10]","[52, 70]","[151, 145]","[93, 81]","[70, 52]","[2, 4]","[9, 2]","[0, 5]","[4, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
1e3d3545b6dd13a7,"['f86cb5f25d545e0e', '04c8b08b16a5b99e']","['Daniel Spitz', 'Tanner Boser']","['L', 'W']","[0, 0]","[0, 0]","[0, 0]","[93, 32]","[108, 151]","[58, 76]","[32, 93]","[93, 32]","[108, 151]","[58, 76]","[32, 93]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[33, 20]","[83, 86]","[53, 63]","[20, 33]","[25, 6]","[16, 27]","[2, 10]","[6, 25]","[35, 6]","[9, 38]","[3, 3]","[6, 35]","[93, 32]","[108, 151]","[58, 76]","[32, 93]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
3d9aeef58dd0b51b,"['41f90012b86a11bf', '6a11e325aa60ad02']","['Raphael Pessoa', 'Jeff Hughes']","['W', 'L']","[1, 0]","[0, 1]","[0, 0]","[34, 39]","[138, 77]","[43, 99]","[39, 34]","[48, 43]","[143, 93]","[45, 100]","[43, 48]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[10, 22]","[112, 46]","[36, 90]","[22, 10]","[6, 3]","[8, 9]","[3, 5]","[3, 6]","[18, 14]","[18, 22]","[4, 4]","[14, 18]","[28, 32]","[125, 68]","[40, 93]","[32, 28]","[3, 7]","[13, 4]","[1, 6]","[7, 3]","[3, 0]","[0, 5]","[2, 0]","[0, 3]"
d7cbe2f23d75afd1,"['1291edf2d566a71a', '2c9d00968f818270']","['Julio Arce', 'Hakeem Dawodu']","['L', 'W']","[0, 0]","[0, 1]","[0, 0]","[55, 32]","[124, 139]","[84, 92]","[32, 55]","[83, 64]","[162, 170]","[87, 98]","[64, 83]","[0, 1]","[3, 0]","[0, 2]","[1, 0]","[15, 21]","[101, 79]","[64, 80]","[21, 15]","[25, 11]","[22, 42]","[17, 11]","[11, 25]","[15, 0]","[1, 18]","[3, 1]","[0, 15]","[40, 28]","[116, 121]","[81, 88]","[28, 40]","[11, 4]","[8, 14]","[3, 4]","[4, 11]","[4, 0]","[0, 4]","[0, 0]","[0, 4]"
f0418c2c989a5cde,"['d3fa5c5955397532', '113df4fde64735c6']","['Grigory Popov', 'Davey Grant']","['L', 'W']","[0, 0]","[2, 1]","[0, 0]","[30, 35]","[88, 63]","[33, 53]","[35, 30]","[34, 57]","[111, 70]","[36, 54]","[57, 34]","[6, 0]","[0, 9]","[3, 0]","[0, 6]","[8, 16]","[57, 32]","[24, 41]","[16, 8]","[12, 14]","[22, 19]","[7, 8]","[14, 12]","[10, 5]","[9, 12]","[2, 4]","[5, 10]","[27, 25]","[65, 52]","[25, 40]","[25, 27]","[0, 4]","[5, 2]","[2, 1]","[4, 0]","[3, 6]","[18, 9]","[6, 12]","[6, 3]"
18e1b0df8da7010e,"['9b7dfb3b7d99926a', '68d4a891e5cf2029']","['Vanessa Melo', 'Tracy Cortez']","['L', 'W']","[0, 0]","[0, 0]","[0, 0]","[79, 40]","[125, 140]","[61, 85]","[40, 79]","[155, 76]","[161, 224]","[69, 85]","[76, 155]","[2, 0]","[0, 9]","[7, 0]","[0, 2]","[53, 32]","[116, 109]","[56, 84]","[32, 53]","[16, 7]","[7, 18]","[2, 0]","[7, 16]","[10, 1]","[2, 13]","[3, 1]","[1, 10]","[46, 32]","[117, 103]","[57, 85]","[32, 46]","[12, 6]","[6, 12]","[0, 0]","[6, 12]","[21, 2]","[2, 25]","[4, 0]","[2, 21]"
81af3b60203d92df,"['ea7e5bc78d9de658', 'f797f0c57a83353e']","['Makhmud Muradov', 'Trevor Smith']","['W', 'L']","[1, 0]","[0, 0]","[1, 0]","[39, 91]","[183, 96]","[57, 92]","[91, 39]","[39, 91]","[183, 96]","[57, 92]","[91, 39]","[0, 1]","[1, 1]","[1, 0]","[1, 0]","[20, 59]","[143, 71]","[51, 84]","[59, 20]","[5, 32]","[40, 8]","[3, 8]","[32, 5]","[14, 0]","[0, 17]","[3, 0]","[0, 14]","[38, 91]","[182, 95]","[57, 91]","[91, 38]","[1, 0]","[1, 1]","[0, 1]","[0, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
30523303e8d85c25,"['64facb6cc564262d', '1cf7ccf64a5bf24e']","['Punahele Soriano', 'Oskar Piechota']","['W', 'L']","[2, 0]","[0, 1]","[0, 0]","[8, 26]","[44, 17]","[9, 18]","[26, 8]","[11, 26]","[46, 20]","[9, 20]","[26, 11]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[4, 20]","[37, 11]","[7, 17]","[20, 4]","[3, 6]","[7, 4]","[1, 1]","[6, 3]","[1, 0]","[0, 2]","[1, 0]","[0, 1]","[3, 10]","[19, 12]","[9, 9]","[10, 3]","[4, 2]","[3, 4]","[0, 1]","[2, 4]","[1, 14]","[22, 1]","[0, 8]","[14, 1]"
15aa55a91cf848cf,"['1897b7b913736a7c', '20999e27ddd94bda']","['Heili Alateng', 'Ryan Benoit']","['W', 'L']","[0, 0]","[0, 0]","[0, 0]","[68, 47]","[131, 128]","[60, 84]","[47, 68]","[84, 72]","[160, 145]","[61, 88]","[72, 84]","[0, 4]","[13, 1]","[1, 9]","[4, 0]","[45, 27]","[108, 101]","[56, 81]","[27, 45]","[17, 11]","[13, 21]","[4, 2]","[11, 17]","[6, 9]","[10, 6]","[0, 1]","[9, 6]","[53, 47]","[131, 112]","[59, 84]","[47, 53]","[15, 0]","[0, 16]","[1, 0]","[0, 15]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
96fe84d051847591,"['70d2329a92864fdb', '6fd953151d981979']","['Sabina Mazo', 'JJ Aldrich']","['W', 'L']","[0, 0]","[0, 0]","[0, 0]","[58, 118]","[323, 144]","[86, 205]","[118, 58]","[69, 121]","[327, 156]","[87, 206]","[121, 69]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[45, 66]","[258, 125]","[80, 192]","[66, 45]","[10, 29]","[34, 13]","[3, 5]","[29, 10]","[3, 23]","[31, 6]","[3, 8]","[23, 3]","[49, 92]","[292, 132]","[83, 200]","[92, 49]","[9, 26]","[31, 12]","[3, 5]","[26, 9]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
901dbd1e6463c4ba,"['4f140403000158b5', '583ee11abddfc581']","['Herbert Burns', 'Nate Landwehr']","['W', 'L']","[1, 0]","[0, 0]","[1, 0]","[4, 7]","[17, 9]","[5, 10]","[7, 4]","[6, 7]","[17, 11]","[5, 10]","[7, 6]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[3, 2]","[10, 8]","[5, 8]","[2, 3]","[1, 5]","[7, 1]","[0, 2]","[5, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 4]","[12, 8]","[5, 8]","[4, 3]","[1, 3]","[3, 1]","[0, 0]","[3, 1]","[0, 0]","[2, 0]","[0, 2]","[0, 0]"
a6441acec6718f03,"['305d73ede05e31ad', '52c2ae6d2f2d2613']","['Austin Lingo', 'Youssef Zalal']","['L', 'W']","[0, 0]","[0, 0]","[0, 2]","[31, 12]","[61, 55]","[24, 49]","[12, 31]","[49, 16]","[68, 80]","[31, 52]","[16, 49]","[6, 1]","[1, 12]","[6, 0]","[1, 6]","[16, 5]","[47, 37]","[21, 42]","[5, 16]","[6, 5]","[10, 9]","[3, 5]","[5, 6]","[9, 2]","[4, 9]","[0, 2]","[2, 9]","[28, 11]","[56, 51]","[23, 45]","[11, 28]","[2, 1]","[5, 2]","[0, 4]","[1, 2]","[1, 0]","[0, 2]","[1, 0]","[0, 1]"
8725dc88f2e0a6f3,"['f57dd0bfa8c17813', '82b4e942781b1046']","['Mark De La Rosa', 'Raulian Paiva']","['L', 'W']","[0, 1]","[0, 0]","[0, 0]","[54, 45]","[124, 126]","[72, 79]","[45, 54]","[67, 45]","[124, 139]","[72, 79]","[45, 67]","[0, 0]","[2, 0]","[0, 2]","[0, 0]","[33, 21]","[91, 98]","[65, 70]","[21, 33]","[10, 15]","[24, 13]","[3, 9]","[15, 10]","[11, 9]","[9, 15]","[4, 0]","[9, 11]","[45, 44]","[122, 116]","[71, 78]","[44, 45]","[8, 1]","[2, 9]","[1, 1]","[1, 8]","[1, 0]","[0, 1]","[0, 0]","[0, 1]"
102fb91414fd24ab,"['b1e5bcaad32a3cac', '122ac9b816d8b71c']","['Priscila Cachoeira', 'Shana Dobson']","['W', 'L']","[1, 0]","[0, 0]","[0, 0]","[5, 8]","[18, 11]","[6, 10]","[8, 5]","[5, 8]","[18, 11]","[6, 10]","[8, 5]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 8]","[18, 9]","[5, 10]","[8, 4]","[1, 0]","[0, 2]","[1, 0]","[0, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[5, 8]","[17, 11]","[6, 9]","[8, 5]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 0]","[0, 1]","[0, 0]"
533d0b5c0adfa15f,"['45f7cb591c3ab00b', '6a96ad1bc34fb113']","['Sean Brady', 'Ismail Naurdiev']","['W', 'L']","[0, 0]","[0, 0]","[1, 0]","[37, 47]","[91, 87]","[50, 44]","[47, 37]","[38, 125]","[191, 88]","[50, 66]","[125, 38]","[0, 4]","[9, 1]","[1, 5]","[4, 0]","[16, 30]","[71, 64]","[48, 41]","[30, 16]","[10, 3]","[3, 10]","[0, 0]","[3, 10]","[11, 14]","[17, 13]","[2, 3]","[14, 11]","[33, 32]","[73, 79]","[46, 41]","[32, 33]","[4, 1]","[1, 8]","[4, 0]","[1, 4]","[0, 14]","[17, 0]","[0, 3]","[14, 0]"
4acab67848e78327,"['be9d259be012e8a4', 'a683f9ddb70aa4bd']","['Scott Morris', 'Sean Daugherty']","['W', 'L']","[0, 0]","[0, 0]","[1, 0]","[0, 1]","[1, 4]","[4, 0]","[1, 0]","[1, 2]","[2, 5]","[4, 0]","[2, 1]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 1]","[1, 2]","[2, 0]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 2]","[2, 0]","[0, 0]","[0, 0]","[0, 3]","[3, 0]","[0, 0]","[0, 1]","[1, 1]","[1, 0]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
4b9ae533ccb3fcdf,"['46c8ec317aff28ac', 'ea0ad155451ed1f5']","['Patrick Smith', 'Ray Wizard']","['W', 'L']","[0, 0]","[0, 0]","[1, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[2, 1]","[1, 2]","[0, 0]","[1, 2]","[0, 0]","[1, 0]","[0, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ccee020be2e8d9f6,"['319fa1bd3176bded', '49590e0508b2c19f']","['Johnny Rhodes', 'David Levicki']","['W', 'L']","[0, 0]","[0, 0]","[0, 0]","[4, 11]","[17, 5]","[1, 6]","[11, 4]","[95, 74]","[86, 102]","[7, 12]","[74, 95]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[4, 9]","[15, 5]","[1, 6]","[9, 4]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[1, 1]","[1, 2]","[1, 0]","[1, 1]","[2, 1]","[1, 2]","[0, 0]","[1, 2]","[1, 9]","[15, 1]","[0, 6]","[9, 1]"
d917c8c7461b9831,"['c3c23c99477c041b', '505934897b8b4824']","['Frank Hamaker', 'Thaddeus Luster']","['W', 'L']","[0, 0]","[1, 0]","[3, 0]","[0, 2]","[3, 0]","[0, 1]","[2, 0]","[0, 14]","[15, 0]","[0, 1]","[14, 0]","[0, 1]","[1, 1]","[1, 0]","[1, 0]","[0, 2]","[3, 0]","[0, 1]","[2, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 1]","[2, 0]","[0, 1]","[1, 0]"
3b020d4914b44fc8,"['a6c2f5381d575920', '96087e90d900f0ef']","['Orlando Wiet', 'Robert Lucarelli']","['W', 'L']","[0, 0]","[0, 0]","[0, 1]","[2, 8]","[12, 6]","[4, 4]","[8, 2]","[2, 11]","[15, 6]","[4, 4]","[11, 2]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[1, 7]","[11, 2]","[1, 4]","[7, 1]","[0, 1]","[1, 1]","[1, 0]","[1, 0]","[1, 0]","[0, 3]","[2, 0]","[0, 1]","[2, 1]","[3, 6]","[4, 2]","[1, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 7]","[9, 0]","[0, 2]","[7, 0]"
17ee4caf06981b81,"['749685d24e2cac50', '6e02c318762f52f1']","['Remco Pardoel', 'Alberta Cerra Leon']","['W', 'L']","[0, 0]","[0, 0]","[1, 0]","[1, 4]","[6, 3]","[2, 2]","[4, 1]","[9, 20]","[22, 11]","[2, 2]","[20, 9]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[1, 4]","[5, 3]","[2, 1]","[4, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 0]","[0, 1]","[0, 0]","[1, 0]","[1, 1]","[0, 1]","[0, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 4]","[5, 2]","[2, 1]","[4, 0]"
c53325be8ce33b8b,"['6ceff86fae4f6b3b', '7d5b12de1625984e']","['Jason DeLucia', 'Scott Baker']","['W', 'L']","[0, 0]","[4, 2]","[5, 0]","[0, 3]","[5, 2]","[2, 2]","[3, 0]","[14, 20]","[25, 23]","[9, 5]","[20, 14]","[1, 0]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[2, 2]","[2, 1]","[1, 0]","[0, 1]","[2, 0]","[0, 1]","[1, 0]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 2]","[4, 2]","[2, 2]","[2, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 1]","[1, 0]","[0, 0]","[1, 0]"
fcd8e8ec45eb6b9f,"['429e7d3725852ce9', '4565d435005319c0']","['Royce Gracie', 'Minoki Ichihara']","['W', 'L']","[0, 0]","[0, 0]","[2, 0]","[3, 2]","[4, 7]","[4, 2]","[2, 3]","[12, 110]","[114, 16]","[4, 4]","[110, 12]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[3, 0]","[0, 6]","[3, 0]","[0, 3]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 2]","[4, 1]","[1, 2]","[2, 0]","[0, 2]","[4, 2]","[2, 2]","[2, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 0]","[0, 5]","[2, 0]","[0, 3]"
8ea72cf82fac07f6,"['46c8ec317aff28ac', 'be9d259be012e8a4']","['Patrick Smith', 'Scott Morris']","['W', 'L']","[0, 0]","[0, 0]","[0, 0]","[0, 13]","[17, 0]","[0, 4]","[13, 0]","[0, 19]","[25, 0]","[0, 6]","[19, 0]","[0, 0]","[0, 1]","[1, 0]","[0, 0]","[0, 12]","[16, 0]","[0, 4]","[12, 0]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 12]","[16, 0]","[0, 4]","[12, 0]"
b72acedda7ddc006,"['319fa1bd3176bded', '8d5daf67983b65ba']","['Johnny Rhodes', 'Fred Ettish']","['W', 'L']","[1, 0]","[0, 0]","[1, 0]","[4, 13]","[29, 7]","[3, 16]","[13, 4]","[7, 21]","[38, 11]","[4, 17]","[21, 7]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 12]","[28, 1]","[1, 16]","[12, 0]","[2, 0]","[0, 4]","[2, 0]","[0, 2]","[2, 1]","[1, 2]","[0, 0]","[1, 2]","[4, 3]","[6, 7]","[3, 3]","[3, 4]","[0, 1]","[2, 0]","[0, 1]","[1, 0]","[0, 9]","[21, 0]","[0, 12]","[9, 0]"
c4aa04781989699e,"['749685d24e2cac50', 'a6c2f5381d575920']","['Remco Pardoel', 'Orlando Wiet']","['W', 'L']","[0, 0]","[0, 0]","[0, 0]","[1, 7]","[7, 2]","[1, 0]","[7, 1]","[5, 7]","[7, 7]","[2, 0]","[7, 5]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 7]","[7, 1]","[1, 0]","[7, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[1, 0]","[0, 2]","[1, 0]","[0, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 7]","[7, 0]","[0, 0]","[7, 0]"
5655639baecd8f6a,"['429e7d3725852ce9', '6ceff86fae4f6b3b']","['Royce Gracie', 'Jason DeLucia']","['W', 'L']","[0, 0]","[1, 0]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
8fbdde20b712b8da,"['46c8ec317aff28ac', '319fa1bd3176bded']","['Patrick Smith', 'Johnny Rhodes']","['W', 'L']","[0, 0]","[0, 0]","[1, 0]","[4, 5]","[12, 9]","[5, 7]","[5, 4]","[4, 5]","[12, 9]","[5, 7]","[5, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 1]","[4, 5]","[3, 3]","[1, 2]","[0, 2]","[2, 0]","[0, 0]","[2, 0]","[2, 2]","[6, 4]","[2, 4]","[2, 2]","[4, 3]","[10, 9]","[5, 7]","[3, 4]","[0, 2]","[2, 0]","[0, 0]","[2, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
aa161c7159741766,"['429e7d3725852ce9', '749685d24e2cac50']","['Royce Gracie', 'Remco Pardoel']","['W', 'L']","[0, 0]","[0, 0]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 1]","[2, 0]","[0, 1]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
00835554f95fa911,"['429e7d3725852ce9', '46c8ec317aff28ac']","['Royce Gracie', 'Patrick Smith']","['W', 'L']","[0, 0]","[0, 0]","[0, 0]","[1, 4]","[4, 2]","[1, 0]","[4, 1]","[2, 11]","[11, 3]","[1, 0]","[11, 2]","[0, 1]","[2, 0]","[0, 1]","[1, 0]","[0, 3]","[3, 0]","[0, 0]","[3, 0]","[1, 0]","[0, 2]","[1, 0]","[0, 1]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 0]","[0, 1]","[1, 0]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[0, 3]","[3, 0]","[0, 0]","[3, 0]"
0bcb04163f8d8ead,"['003d82fa384ca1d0', 'be68b375707dcb85']","['Aalon Cruz', 'Spike Carlyle']","['L', 'W']","[0, 0]","[0, 0]","[0, 0]","[20, 2]","[12, 29]","[9, 10]","[2, 20]","[29, 2]","[12, 38]","[9, 10]","[2, 29]","[0, 0]","[1, 0]","[0, 1]","[0, 0]","[19, 2]","[4, 27]","[8, 2]","[2, 19]","[0, 0]","[4, 1]","[1, 4]","[0, 0]","[1, 0]","[4, 1]","[0, 4]","[0, 1]","[2, 2]","[12, 6]","[4, 10]","[2, 2]","[4, 0]","[0, 5]","[1, 0]","[0, 4]","[14, 0]","[0, 18]","[4, 0]","[0, 14]"
59861c3d19eb46ef,"['ebef46976554f975', 'd31cbcdd7d69536d']","['Jordan Griffin', 'TJ Brown']","['W', 'L']","[0, 0]","[0, 0]","[3, 0]","[32, 15]","[23, 47]","[15, 8]","[15, 32]","[91, 20]","[28, 119]","[28, 8]","[20, 91]","[7, 0]","[1, 7]","[0, 1]","[0, 7]","[26, 13]","[21, 39]","[13, 8]","[13, 26]","[6, 2]","[2, 7]","[1, 0]","[2, 6]","[0, 0]","[0, 1]","[1, 0]","[0, 0]","[9, 9]","[17, 22]","[13, 8]","[9, 9]","[10, 3]","[3, 10]","[0, 0]","[3, 10]","[13, 3]","[3, 15]","[2, 0]","[3, 13]"
9d2f7d29bb9c9034,"['2844b047183a1adb', '97cf1a2c7c5e7889']","['Luis Pena', 'Steve Garcia']","['W', 'L']","[0, 0]","[0, 0]","[1, 1]","[21, 27]","[42, 39]","[18, 15]","[27, 21]","[98, 58]","[95, 153]","[55, 37]","[58, 98]","[1, 0]","[1, 1]","[0, 1]","[0, 1]","[15, 24]","[38, 32]","[17, 14]","[24, 15]","[2, 1]","[2, 3]","[1, 1]","[1, 2]","[4, 2]","[2, 4]","[0, 0]","[2, 4]","[14, 6]","[15, 27]","[13, 9]","[6, 14]","[1, 2]","[3, 1]","[0, 1]","[2, 1]","[6, 19]","[24, 11]","[5, 5]","[19, 6]"
e30b9829e42aa4ca,"['c9cf753cfdf77fc2', 'e2f6b2769aaedd6c']","['Marcin Tybura', 'Serghei Spivac']","['W', 'L']","[0, 0]","[0, 0]","[0, 0]","[26, 43]","[106, 83]","[57, 63]","[43, 26]","[40, 116]","[199, 101]","[61, 83]","[116, 40]","[0, 2]","[8, 1]","[1, 6]","[2, 0]","[23, 36]","[90, 80]","[57, 54]","[36, 23]","[3, 7]","[16, 3]","[0, 9]","[7, 3]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[20, 15]","[63, 74]","[54, 48]","[15, 20]","[6, 5]","[8, 9]","[3, 3]","[5, 6]","[0, 23]","[35, 0]","[0, 12]","[23, 0]"
d9a218ac3e148541,"['2f181c0467965b98', '1588b787bda7b540']","['Brendan Allen', 'Tom Breese']","['W', 'L']","[0, 0]","[0, 0]","[0, 0]","[4, 20]","[29, 5]","[1, 9]","[20, 4]","[5, 38]","[52, 6]","[1, 14]","[38, 5]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[0, 17]","[26, 0]","[0, 9]","[17, 0]","[4, 3]","[3, 5]","[1, 0]","[3, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 2]","[3, 1]","[1, 1]","[2, 0]","[4, 2]","[3, 4]","[0, 1]","[2, 4]","[0, 16]","[23, 0]","[0, 7]","[16, 0]"
0e3af9b5e1b3ae80,"['002ca196477ce572', '60425d07ef4b91a7']","['Gabriel Silva', 'Kyler Phillips']","['L', 'W']","[0, 0]","[0, 0]","[1, 1]","[89, 31]","[97, 168]","[79, 66]","[31, 89]","[112, 43]","[112, 195]","[83, 69]","[43, 112]","[2, 2]","[6, 4]","[2, 4]","[2, 2]","[66, 22]","[85, 139]","[73, 63]","[22, 66]","[13, 6]","[9, 19]","[6, 3]","[6, 13]","[10, 3]","[3, 10]","[0, 0]","[3, 10]","[58, 27]","[89, 124]","[66, 62]","[27, 58]","[11, 1]","[3, 15]","[4, 2]","[1, 11]","[20, 3]","[5, 29]","[9, 2]","[3, 20]"
eba6055d217d5b99,"['99bd51917728c25d', '34e516ab361afb1c']","['Grant Dawson', 'Darrick Minner']","['W', 'L']","[0, 0]","[0, 1]","[2, 2]","[4, 15]","[22, 7]","[3, 7]","[15, 4]","[26, 42]","[52, 29]","[3, 10]","[42, 26]","[1, 2]","[3, 1]","[0, 1]","[2, 1]","[1, 14]","[21, 3]","[2, 7]","[14, 1]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[2, 0]","[0, 3]","[1, 0]","[0, 2]","[2, 1]","[2, 5]","[3, 1]","[1, 2]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[1, 14]","[20, 1]","[0, 6]","[14, 1]"
671f42536454e541,"['a0e75f4a13eb73f1', 'd3f5d33d61cd00c9']","['Megan Anderson', 'Norma Dumont']","['W', 'L']","[1, 0]","[1, 0]","[0, 0]","[5, 7]","[14, 16]","[11, 7]","[7, 5]","[14, 32]","[39, 25]","[11, 7]","[32, 14]","[1, 0]","[1, 3]","[2, 1]","[0, 1]","[1, 6]","[12, 9]","[8, 6]","[6, 1]","[4, 1]","[2, 5]","[1, 1]","[1, 4]","[0, 0]","[0, 2]","[2, 0]","[0, 0]","[1, 5]","[11, 11]","[10, 6]","[5, 1]","[4, 2]","[2, 5]","[1, 0]","[2, 4]","[0, 0]","[1, 0]","[0, 1]","[0, 0]"
f5b49f4c5a27e53b,"['cd13728ae1151f46', 'd802174b0c0c1f4e']","['Ion Cutelaba', 'Magomed Ankalaev']","['L', 'W']","[0, 0]","[0, 0]","[0, 0]","[8, 5]","[11, 12]","[4, 6]","[5, 8]","[8, 5]","[11, 12]","[4, 6]","[5, 8]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[6, 3]","[8, 10]","[4, 5]","[3, 6]","[1, 0]","[1, 1]","[0, 1]","[0, 1]","[1, 2]","[2, 1]","[0, 0]","[2, 1]","[8, 5]","[11, 12]","[4, 6]","[5, 8]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
